1970 121  G2  3.44
1970 121  G3  6.68
1970 121  G4  6.03
1970 121  G5  5.24
1970 122  G1 11.58
1970 122  G2  6.72
1970 122  G3  3.92
1970 122  G4 11.84
1970 123  G3  0.11
1970 123  G4  2.02
1970 123  G5  0.18
1970 123  G6  0.43
1970 124  G1  0.00
1970 124  G2  0.00
1970 124  G5  0.00
1970 124  G6  0.00
1970 125  G2  0.00
1970 125  G3  0.00
1970 125  G4  0.00
1970 125  G5  0.00
1970 125  G6  0.00
1970 126  G1  0.00
1970 126  G2  0.00
1970 126  G4  0.00
1970 127  G2  9.17
1970 127  G3  4.73
1970 127  G4  2.58
1970 127  G5 13.56
1970 128  G1  0.00
1970 128  G2  0.00
1970 128  G3  0.00
1970 128  G4  0.00
1970 128  G6  0.00
1970 129  G1  0.00
1970 129  G2  0.00
1970 129  G3  0.00
1970 129  G4  0.00
1970 129  G5  0.00
1970 129  G6  0.00
1970 130  G2  0.00
1970 130  G3  0.00
1970 130  G4  0.00
1970 130  G5  0.00
1970 130  G6  0.00
1970 131  G1  0.00
1970 131  G2  0.00
1970 131  G3  0.00
1970 131  G5  0.00
1970 131  G6  0.00
1970 2 1  G1  0.00
1970 2 1  G2  0.00
1970 2 1  G3  0.00
1970 2 1  G4  0.00
1970 2 1  G5  0.00
1970 2 1  G6  0.00
1970 2 2  G1  0.41
1970 2 2  G2  0.05
1970 2 2  G4  0.21
1970 2 2  G5  0.23
1970 2 2  G6  1.38
1970 2 3  G1  5.89
1970 2 3  G2  0.72
1970 2 3  G3  2.77
1970 2 3  G4  3.84
1970 2 3  G5  6.74
1970 2 3  G6  3.59
1970 2 4  G1  5.45
1970 2 4  G4  2.94
1970 2 4  G5  2.43
1970 2 4  G6  3.56
1970 2 5  G1  7.62
1970 2 5  G3  3.76
1970 2 5  G4  5.59
1970 2 5  G5  9.80
1970 2 5  G6  2.82
1970 2 6  G1  2.88
1970 2 6  G2  8.44
1970 2 6  G3  2.17
1970 2 6  G4 19.76
1970 2 6  G6  2.17
1970 2 7  G1  0.00
1970 2 7  G2  0.00
1970 2 7  G3  0.00
1970 2 7  G5  0.00
1970 2 7  G6  0.00
1970 2 8  G1  0.00
1970 2 8  G3  0.00
1970 2 8  G6  0.00
1970 2 9  G1  0.00
1970 2 9  G2  0.00
1970 2 9  G3  0.00
1970 210  G1  0.00
1970 210  G2  0.00
1970 210  G3  0.00
1970 210  G5  0.00
1970 210  G6  0.00
1970 211  G1  0.00
1970 211  G2  0.00
1970 211  G3  0.00
1970 211  G5  0.00
1970 212  G4  0.00
1970 212  G5  0.00
1970 212  G6  0.00
1970 213  G1  0.00
1970 213  G2  0.00
1970 213  G3  3.11
1970 213  G4  0.00
1970 213  G5  0.00
1970 213  G6  0.00
1970 214  G1  0.00
1970 214  G2  0.00
1970 214  G3  1.14
1970 214  G4  0.00
1970 214  G5  0.00
1970 214  G6  0.00
1970 215  G1 11.87
1970 215  G2  4.13
1970 215  G3  5.58
1970 216  G1  1.35
1970 216  G2  3.28
1970 216  G3  5.65
1970 216  G6  7.88
1970 217  G1 13.60
1970 217  G2  0.00
1970 217  G3  3.61
1970 217  G5  0.00
1970 217  G6  6.45
1970 218  G1 15.81
1970 218  G2  0.00
1970 218  G6  3.33
1970 219  G3  2.57
1970 219  G5  0.00
1970 219  G6  7.60
1970 220  G1  0.00
1970 220  G2  0.00
1970 220  G3  1.32
1970 220  G4  0.00
1970 220  G5  0.00
1970 220  G6  1.44
1970 221  G1  6.66
1970 221  G2  5.38
1970 221  G3  0.70
1970 221  G4  0.00
1970 221  G5  5.41
1970 221  G6  7.08
1970 222  G1  0.00
1970 222  G2  0.00
1970 222  G3  3.68
1970 222  G4  0.00
1970 223  G1  0.05
1970 223  G2  0.87
1970 223  G3  0.98
1970 223  G5  1.06
1970 223  G6  0.66
1970 224  G2  0.27
1970 224  G4  0.57
1970 224  G5  0.21
1970 225  G1  3.43
1970 225  G2  4.20
1970 225  G3  5.66
1970 225  G4  3.92
1970 225  G6  2.64
1970 226  G2  0.00
1970 226  G3  0.00
1970 226  G5  0.00
1970 227  G2  2.42
1970 227  G3  5.91
1970 227  G4  1.23
1970 227  G5  7.45
1970 227  G6  1.76
1970 228  G1  0.13
1970 228  G2  4.18
1970 228  G3  1.88
1970 228  G4  0.00
1970 228  G5  1.18
1970 228  G6  0.23
1970 3 1  G1  0.05
1970 3 1  G3  1.11
1970 3 1  G4  0.19
1970 3 1  G6  0.21
1970 3 2  G1  1.10
1970 3 2  G2  0.14
1970 3 2  G3  0.05
1970 3 2  G4  0.22
1970 3 2  G5  0.51
1970 3 2  G6  0.28
1970 3 3  G2  0.05
1970 3 3  G3  0.37
1970 3 3  G4  0.27
1970 3 3  G5  0.54
1970 3 3  G6  0.05
1970 3 4  G1  0.42
1970 3 4  G2  0.23
1970 3 4  G3  0.05
1970 3 4  G4  0.05
1970 3 4  G5  0.15
1970 3 5  G1  2.09
1970 3 5  G2  4.99
1970 3 5  G3  1.51
1970 3 5  G4  0.89
1970 3 5  G5  0.10
1970 3 5  G6  1.46
1970 3 6  G1 13.79
1970 3 6  G2  6.52
1970 3 6  G3  6.42
1970 3 6  G4 11.05
1970 3 6  G5  3.06
1970 3 7  G1  4.38
1970 3 7  G2  4.02
1970 3 7  G3  1.02
1970 3 7  G4  0.00
1970 3 7  G5  1.62
1970 3 7  G6  1.94
1970 3 8  G2  3.48
1970 3 8  G3  0.00
1970 3 8  G4  0.00
1970 3 8  G5  2.46
1970 3 8  G6  2.68
1970 3 9  G1  8.33
1970 3 9  G2 11.83
1970 3 9  G3  0.00
1970 3 9  G5  8.24
1970 3 9  G6  9.50
1970 310  G1  0.24
1970 310  G2  0.05
1970 310  G3  0.00
1970 310  G5  2.57
1970 310  G6  1.76
1970 311  G1  0.00
1970 311  G2  0.34
1970 311  G3  0.00
1970 311  G5  0.90
1970 311  G6  0.00
1970 312  G1  0.33
1970 312  G2  0.05
1970 312  G3  0.44
1970 312  G4  0.18
1970 312  G5  0.82
1970 313  G2  0.77
1970 313  G3  1.41
1970 313  G4  1.93
1970 313  G5  0.78
1970 313  G6  0.97
1970 314  G1  2.67
1970 314  G2  1.97
1970 314  G3  3.29
1970 314  G4  2.96
1970 314  G5  5.16
1970 314  G6  1.87
1970 315  G1  5.43
1970 315  G4  2.60
1970 315  G6  3.31
1970 316  G1 17.68
1970 316  G2  8.99
1970 316  G3  6.99
1970 316  G4  4.07
1970 317  G1  4.57
1970 317  G2  0.00
1970 317  G4  2.16
1970 317  G5  6.24
1970 317  G6  1.35
1970 318  G1  6.51
1970 318  G2  2.80
1970 318  G5  2.32
1970 318  G6  7.93
1970 319  G1  0.85
1970 319  G2  0.69
1970 319  G3  9.12
1970 319  G4  2.84
1970 319  G5  0.54
1970 319  G6  9.66
1970 320  G1  3.33
1970 320  G2  0.24
1970 320  G4  0.85
1970 320  G5  1.11
1970 320  G6  6.48
1970 321  G1  7.54
1970 321  G2 10.06
1970 321  G3  8.08
1970 321  G4  9.81
1970 321  G5  8.98
1970 321  G6  7.35
1970 322  G1  0.00
1970 322  G2  0.00
1970 322  G3  0.00
1970 322  G4  0.00
1970 322  G5  0.00
1970 322  G6  0.00
1970 323  G2  0.15
1970 323  G3  1.15
1970 323  G5  0.87
1970 323  G6  0.76
1970 324  G1  0.76
1970 324  G2  2.48
1970 324  G3  5.15
1970 324  G4  0.00
1970 324  G5  1.75
1970 324  G6  1.94
1970 325  G1  0.05
1970 325  G2  2.68
1970 325  G3  3.21
1970 325  G4  1.61
1970 325  G5  1.10
1970 325  G6  0.79
1970 326  G1  2.94
1970 326  G2  5.27
1970 326  G3  7.50
1970 326  G5  3.57
1970 326  G6  7.31
1970 327  G1  3.08
1970 327  G2  0.55
1970 327  G4  0.05
1970 327  G5  1.30
1970 327  G6  0.34
1970 328  G1  0.00
1970 328  G2  0.00
1970 328  G4  0.00
1970 328  G5  0.00
1970 328  G6  0.00
1970 329  G1  0.00
1970 329  G2  0.00
1970 329  G3  0.00
1970 329  G4  0.00
1970 329  G6  0.00
1970 330  G1  0.00
1970 330  G2  0.00
1970 330  G3  0.00
1970 330  G5  0.00
1970 330  G6  0.00
1970 331  G1  0.00
1970 331  G2  0.00
1970 331  G4  0.00
1970 331  G5  0.00
1970 331  G6  0.00
1970 4 1  G1  1.18
1970 4 1  G2  2.28
1970 4 1  G5  3.00
1970 4 1  G6  1.50
1970 4 2  G1  0.00
1970 4 2  G2  2.02
1970 4 2  G3  0.00
1970 4 2  G4  0.00
1970 4 2  G5  0.00
1970 4 2  G6  0.00
1970 4 3  G1  0.00
1970 4 3  G3  3.91
1970 4 3  G4  5.17
1970 4 3  G5 13.17
1970 4 3  G6  7.40
1970 4 4  G1  0.00
1970 4 4  G3  3.63
1970 4 4  G4  0.98
1970 4 4  G5  6.53
1970 4 4  G6  4.88
1970 4 5  G1  0.00
1970 4 5  G4  0.29
1970 4 5  G5  4.04
1970 4 5  G6  2.92
1970 4 6  G1  0.00
1970 4 6  G3  1.47
1970 4 6  G4  0.86
1970 4 6  G5  4.86
1970 4 6  G6  2.85
1970 4 7  G1  0.00
1970 4 7  G4  0.00
1970 4 7  G5  0.00
1970 4 7  G6  0.00
1970 4 8  G1 11.42
1970 4 8  G2  6.59
1970 4 8  G3  6.89
1970 4 8  G4  6.48
1970 4 8  G5 12.83
1970 4 8  G6  7.07
1970 4 9  G1  0.00
1970 4 9  G3  0.00
1970 4 9  G4  0.00
1970 4 9  G5  0.00
1970 410  G1 16.20
1970 410  G2 18.34
1970 410  G4 15.61
1970 410  G5 25.26
1970 410  G6 13.93
1970 411  G1 20.17
1970 411  G3 17.58
1970 411  G4 17.42
1970 411  G5 27.59
1970 411  G6  7.53
1970 412  G1 14.25
1970 412  G2  1.59
1970 412  G3  1.75
1970 412  G5  1.59
1970 412  G6  0.73
1970 413  G1  0.00
1970 413  G3  0.00
1970 413  G4  0.00
1970 413  G5  0.00
1970 413  G6  0.00
1970 414  G1  0.00
1970 414  G3  0.00
1970 414  G4  0.00
1970 414  G5  0.00
1970 414  G6  0.00
1970 415  G2  0.00
1970 415  G4  0.00
1970 415  G5  0.00
1970 415  G6  0.00
1970 416  G2  5.69
1970 416  G3  1.97
1970 416  G5  8.74
1970 416  G6  2.76
1970 417  G1  1.79
1970 417  G2  4.89
1970 417  G4  3.61
1970 417  G6  1.78
1970 418  G1 13.82
1970 418  G2 10.59
1970 418  G3 13.00
1970 418  G4  8.13
1970 418  G5 15.71
1970 418  G6  5.46
1970 419  G1  0.00
1970 419  G2  3.72
1970 419  G4  1.24
1970 419  G6  1.54
1970 420  G1  0.00
1970 420  G2  0.00
1970 420  G3  0.00
1970 420  G4  0.00
1970 420  G5  0.00
1970 420  G6  0.00
1970 421  G1  2.97
1970 421  G2  1.94
1970 421  G3  9.94
1970 421  G4  6.41
1970 421  G5  2.56
1970 421  G6  5.47
1970 422  G1  0.00
1970 422  G2  0.00
1970 422  G4  0.00
1970 422  G5  0.00
1970 422  G6  0.00
1970 423  G1  0.00
1970 423  G2  0.00
1970 423  G4  0.00
1970 423  G5  0.00
1970 423  G6  0.00
1970 424  G2  0.00
1970 424  G3  0.05
1970 424  G4  0.00
1970 424  G5  0.00
1970 424  G6  0.00
1970 425  G1  3.71
1970 425  G4  4.15
1970 425  G5  7.17
1970 425  G6  0.00
1970 426  G1  0.00
1970 426  G2  0.00
1970 426  G3  0.88
1970 426  G4  0.00
1970 426  G5  0.00
1970 426  G6  0.00
1970 427  G1  0.05
1970 427  G4  0.14
1970 427  G5  1.12
1970 427  G6  0.00
1970 428  G2  0.00
1970 428  G3  0.00
1970 428  G4  0.00
1970 428  G5  0.00
1970 428  G6  0.00
1970 429  G1  0.00
1970 429  G2  0.00
1970 429  G5  0.00
1970 429  G6  0.00
1970 430  G1  0.05
1970 430  G2  0.31
1970 430  G4  0.54
1970 430  G6  0.00
1970 5 1  G2  0.00
1970 5 1  G3  0.00
1970 5 1  G4  0.00
1970 5 1  G5  0.00
1970 5 1  G6  0.00
1970 5 2  G1  0.00
1970 5 2  G3  0.00
1970 5 2  G4  0.00
1970 5 2  G6  0.00
1970 5 3  G1 19.02
1970 5 3  G2  9.39
1970 5 3  G3  6.40
1970 5 3  G4  4.13
1970 5 3  G6 12.32
1970 5 4  G1  2.56
1970 5 4  G2  6.49
1970 5 4  G3  2.80
1970 5 4  G4  6.22
1970 5 4  G5  2.61
1970 5 4  G6  2.77
1970 5 5  G1  5.54
1970 5 5  G2  3.24
1970 5 5  G3  0.00
1970 5 5  G4 15.11
1970 5 5  G5 15.72
1970 5 5  G6  4.23
1970 5 6  G1  0.00
1970 5 6  G3  0.00
1970 5 6  G4  0.00
1970 5 6  G5  0.00
1970 5 6  G6  0.00
1970 5 7  G1  0.00
1970 5 7  G3  0.00
1970 5 7  G4  0.00
1970 5 7  G5  0.00
1970 5 7  G6  0.00
1970 5 8  G1  0.00
1970 5 8  G2  0.00
1970 5 8  G3  0.00
1970 5 8  G4  0.00
1970 5 8  G5  0.00
1970 5 8  G6  0.00
1970 5 9  G1  0.00
1970 5 9  G2  0.00
1970 5 9  G3  0.00
1970 5 9  G4  0.00
1970 5 9  G5  0.00
1970 510  G1  0.00
1970 510  G2  0.00
1970 510  G4  0.00
1970 510  G5  0.00
1970 510  G6  0.00
1970 511  G1  0.00
1970 511  G2  0.00
1970 511  G4  0.00
1970 511  G5  0.00
1970 511  G6  0.00
1970 512  G1  0.00
1970 512  G2  0.00
1970 512  G3  0.00
1970 512  G6  0.00
1970 513  G1  0.37
1970 513  G2  0.43
1970 513  G3  0.82
1970 513  G4  0.36
1970 513  G5  2.44
1970 513  G6  0.66
1970 514  G1  0.00
1970 514  G3  0.00
1970 514  G4  5.82
1970 514  G5  0.00
1970 514  G6  0.00
1970 515  G1  0.00
1970 515  G2  0.00
1970 515  G3  0.00
1970 515  G6  0.00
1970 516  G1  0.00
1970 516  G2  0.00
1970 516  G3  0.00
1970 516  G4  0.00
1970 516  G5  0.00
1970 516  G6  0.00
1970 517  G1  0.00
1970 517  G2  0.00
1970 517  G3  0.00
1970 517  G4  0.00
1970 517  G5  0.00
1970 517  G6  0.00
1970 518  G1  0.00
1970 518  G2  0.00
1970 518  G4  0.00
1970 518  G5  0.00
1970 518  G6  0.00
1970 519  G1  0.00
1970 519  G3  0.00
1970 519  G4  0.00
1970 519  G5  0.00
1970 520  G1  0.00
1970 520  G2  0.00
1970 520  G4  0.00
1970 520  G6  0.00
1970 521  G3  0.00
1970 521  G4  0.00
1970 521  G5  0.00
1970 521  G6  0.00
1970 522  G1  0.00
1970 522  G2  0.00
1970 522  G3  0.00
1970 522  G4  0.00
1970 522  G5  0.00
1970 523  G1 17.00
1970 523  G2 28.01
1970 523  G3 15.73
1970 523  G4 19.04
1970 523  G6 25.37
1970 524  G1  0.00
1970 524  G3  0.00
1970 524  G4  0.00
1970 524  G5  0.00
1970 524  G6  0.00
1970 525  G2  0.35
1970 525  G3  0.05
1970 525  G4  0.35
1970 525  G6  0.00
1970 526  G2  0.00
1970 526  G3  0.00
1970 526  G4  0.00
1970 526  G5  0.00
1970 526  G6  0.00
1970 527  G1  0.05
1970 527  G3  6.31
1970 527  G4  0.00
1970 527  G5  4.62
1970 528  G2  2.17
1970 528  G3  0.78
1970 528  G6  2.02
1970 529  G3  0.94
1970 529  G4  0.98
1970 529  G5  1.29
1970 530  G1  8.05
1970 530  G3  8.29
1970 530  G4  7.33
1970 530  G5 12.56
1970 530  G6  8.82
1970 531  G1  0.05
1970 531  G2  7.90
1970 531  G3  1.85
1970 531  G4  1.40
1970 531  G5  5.47
1970 531  G6  2.12
1970 6 1  G1  3.00
1970 6 1  G3  2.34
1970 6 1  G4  3.11
1970 6 1  G5  4.82
1970 6 2  G1 10.74
1970 6 2  G4 16.92
1970 6 2  G5 10.76
1970 6 2  G6 17.09
1970 6 3  G1  4.45
1970 6 3  G2 12.26
1970 6 3  G3  4.78
1970 6 3  G4  9.07
1970 6 3  G5  7.67
1970 6 3  G6 14.42
1970 6 4  G1  3.65
1970 6 4  G2  4.32
1970 6 4  G3  1.09
1970 6 4  G4  4.22
1970 6 4  G5  2.05
1970 6 4  G6  8.48
1970 6 5  G1 11.72
1970 6 5  G2  6.45
1970 6 5  G4  6.68
1970 6 5  G6  2.68
1970 6 6  G2 13.09
1970 6 6  G3 11.51
1970 6 6  G4  7.32
1970 6 6  G6  2.03
1970 6 7  G1  0.00
1970 6 7  G2  0.00
1970 6 7  G3  0.00
1970 6 7  G4  0.00
1970 6 7  G5  0.00
1970 6 7  G6  0.00
1970 6 8  G1  0.00
1970 6 8  G2  0.00
1970 6 8  G3  0.00
1970 6 8  G4  0.00
1970 6 8  G5  0.00
1970 6 9  G2  0.00
1970 6 9  G5  0.00
1970 6 9  G6  0.00
1970 610  G1  0.00
1970 610  G2  0.00
1970 610  G3  0.00
1970 610  G4  0.00
1970 610  G6  0.00
1970 611  G1  0.00
1970 611  G2  0.21
1970 611  G3  1.17
1970 611  G4  2.67
1970 612  G1  0.00
1970 612  G2  0.00
1970 612  G3  0.00
1970 612  G4  0.00
1970 612  G5  0.00
1970 613  G1  0.00
1970 613  G3  0.00
1970 613  G4  0.00
1970 613  G5  0.00
1970 613  G6  0.00
1970 614  G1  1.20
1970 614  G2  0.43
1970 614  G3  0.00
1970 614  G4  0.67
1970 614  G5  0.67
1970 614  G6  0.00
1970 615  G2  0.00
1970 615  G3  0.00
1970 615  G4  0.00
1970 615  G5  0.00
1970 616  G1  0.00
1970 616  G2  0.00
1970 616  G5  0.00
1970 616  G6  0.00
1970 617  G2  0.00
1970 617  G3  0.00
1970 617  G4  0.00
1970 617  G5  0.00
1970 617  G6  0.00
1970 618  G2  0.00
1970 618  G3  4.08
1970 618  G4  1.91
1970 618  G5  2.34
1970 619  G1  0.00
1970 619  G2  0.00
1970 619  G3  2.63
1970 619  G4  0.00
1970 619  G5  0.00
1970 619  G6  0.00
1970 620  G1  9.37
1970 620  G2  5.53
1970 620  G3  8.79
1970 620  G4 12.23
1970 620  G5 10.87
1970 621  G1  0.00
1970 621  G2  0.00
1970 621  G3  0.00
1970 621  G4  0.00
1970 622  G2  0.00
1970 622  G4  0.00
1970 622  G5  0.00
1970 622  G6  0.00
1970 623  G1  0.00
1970 623  G2  0.00
1970 623  G3  0.00
1970 623  G4  0.00
1970 623  G5  0.00
1970 623  G6  0.00
1970 624  G1  0.00
1970 624  G2  0.00
1970 624  G3  0.00
1970 624  G4  0.00
1970 624  G5  0.00
1970 624  G6  0.00
1970 625  G1  0.00
1970 625  G2  0.00
1970 625  G3  0.00
1970 625  G5  0.00
1970 626  G1  0.00
1970 626  G5  0.00
1970 626  G6  0.00
1970 627  G1  0.00
1970 627  G2  0.00
1970 627  G3  0.00
1970 627  G6  0.00
1970 628  G1  0.00
1970 628  G2  0.00
1970 628  G3  0.00
1970 628  G4  0.00
1970 628  G5  0.00
1970 628  G6  0.00
1970 629  G1  0.00
1970 629  G2  0.00
1970 629  G3  0.00
1970 629  G4  0.00
1970 629  G5  0.00
1970 630  G1  0.00
1970 630  G2  0.00
1970 630  G3  0.00
1970 630  G4  0.00
1970 630  G6  0.00
1970 7 1  G1  0.00
1970 7 1  G3  0.00
1970 7 1  G4  0.00
1970 7 1  G5  0.00
1970 7 1  G6  0.00
1970 7 2  G1  0.00
1970 7 2  G2  0.00
1970 7 2  G3  0.00
1970 7 2  G5  0.00
1970 7 2  G6  0.00
1970 7 3  G1  6.97
1970 7 3  G3  0.00
1970 7 3  G5  1.95
1970 7 3  G6  3.24
1970 7 4  G1  9.35
1970 7 4  G2  1.92
1970 7 4  G3  1.71
1970 7 4  G4  1.78
1970 7 4  G5  3.11
1970 7 4  G6  2.30
1970 7 5  G4  6.55
1970 7 5  G6 11.08
1970 7 6  G1  0.00
1970 7 6  G2  0.00
1970 7 6  G3  0.00
1970 7 6  G5  5.47
1970 7 6  G6  0.00
1970 7 7  G2  0.00
1970 7 7  G3  0.00
1970 7 7  G4  0.00
1970 7 7  G5  0.00
1970 7 7  G6  0.00
1970 7 8  G1  3.59
1970 7 8  G2  0.14
1970 7 8  G3  0.00
1970 7 8  G4  2.30
1970 7 8  G5  1.89
1970 7 9  G1 13.87
1970 7 9  G5  6.78
1970 7 9  G6  4.89
1970 710  G1  0.00
1970 710  G2  0.00
1970 710  G3  0.00
1970 710  G4  0.00
1970 710  G5  0.00
1970 710  G6  0.00
1970 711  G2  0.00
1970 711  G3  0.00
1970 711  G4  0.00
1970 711  G5  0.00
1970 711  G6  0.00
1970 712  G1  0.51
1970 712  G2  0.00
1970 712  G3  1.77
1970 712  G6  0.14
1970 713  G1  0.00
1970 713  G2  0.00
1970 713  G3  0.00
1970 713  G4  0.00
1970 713  G5  0.00
1970 713  G6  1.79
1970 714  G1  0.00
1970 714  G2  0.00
1970 714  G3  0.00
1970 714  G4  0.00
1970 714  G5  0.00
1970 715  G1  0.00
1970 715  G2  0.00
1970 715  G3  0.00
1970 715  G5  0.00
1970 715  G6  0.00
1970 716  G1  0.00
1970 716  G2  0.00
1970 716  G4  0.00
1970 716  G5  0.00
1970 716  G6  6.71
1970 717  G1  0.00
1970 717  G3  0.00
1970 717  G4  0.00
1970 717  G6  1.71
1970 718  G1  0.24
1970 718  G2  0.00
1970 718  G3  0.00
1970 718  G4  0.65
1970 718  G5  0.00
1970 718  G6  0.05
1970 719  G1  2.28
1970 719  G2  2.94
1970 719  G3  0.00
1970 719  G4  0.61
1970 719  G5  0.79
1970 719  G6  2.28
1970 720  G2  2.75
1970 720  G4  2.49
1970 720  G5  2.64
1970 720  G6  2.39
1970 721  G1  0.00
1970 721  G2  0.00
1970 721  G3  0.00
1970 721  G4  0.00
1970 721  G5  0.00
1970 722  G1  0.00
1970 722  G3  0.00
1970 722  G4  0.00
1970 722  G5  0.00
1970 722  G6  0.00
1970 723  G1  0.00
1970 723  G2  0.00
1970 723  G3  0.00
1970 723  G4  0.00
1970 723  G5  0.00
1970 723  G6  0.00
1970 724  G1  0.00
1970 724  G2  0.00
1970 724  G3  0.00
1970 724  G4  0.00
1970 724  G5  0.00
1970 724  G6  0.00
1970 725  G1  3.29
1970 725  G2  2.45
1970 725  G4  2.13
1970 725  G5  2.35
1970 725  G6  0.86
1970 726  G1  1.33
1970 726  G2  0.26
1970 726  G3  5.27
1970 726  G5  3.86
1970 727  G4  0.00
1970 727  G5  0.00
1970 727  G6  0.00
1970 728  G1 10.27
1970 728  G2  8.58
1970 728  G3  8.58
1970 728  G5  6.70
1970 729  G2  6.99
1970 729  G3  4.48
1970 729  G4  3.72
1970 729  G5  1.59
1970 729  G6  6.59
1970 730  G1  0.00
1970 730  G2  0.00
1970 730  G3  0.00
1970 730  G4  0.00
1970 730  G5  0.00
1970 730  G6  0.00
1970 731  G1  0.00
1970 731  G2  0.00
1970 731  G3  0.00
1970 731  G4  0.00
1970 731  G5  0.00
1970 731  G6  0.00
1970 8 1  G1  2.98
1970 8 1  G2  6.38
1970 8 1  G3  7.91
1970 8 1  G4  0.00
1970 8 1  G5  3.93
1970 8 1  G6  2.84
1970 8 2  G1  0.31
1970 8 2  G2  1.94
1970 8 2  G3  0.78
1970 8 2  G4  0.00
1970 8 2  G5  1.45
1970 8 3  G1  0.78
1970 8 3  G2  3.80
1970 8 3  G3  0.11
1970 8 3  G4  0.00
1970 8 3  G5  0.68
1970 8 3  G6  0.36
1970 8 4  G1  2.88
1970 8 4  G2  2.25
1970 8 4  G3  7.36
1970 8 4  G4  0.00
1970 8 4  G5  1.36
1970 8 4  G6 13.03
1970 8 5  G1 21.30
1970 8 5  G2  7.72
1970 8 5  G3 20.02
1970 8 5  G4  0.00
1970 8 5  G5  0.00
1970 8 5  G6  0.00
1970 8 6  G1  8.32
1970 8 6  G2  9.95
1970 8 6  G3  5.54
1970 8 6  G4  4.44
1970 8 6  G5  7.42
1970 8 7  G1 11.23
1970 8 7  G2 10.85
1970 8 7  G3 24.58
1970 8 7  G4 15.05
1970 8 7  G5 19.79
1970 8 7  G6 28.93
1970 8 8  G2 25.87
1970 8 8  G4  8.75
1970 8 8  G5 15.33
1970 8 8  G6 22.31
1970 8 9  G1  4.40
1970 8 9  G2  5.15
1970 8 9  G3  6.80
1970 8 9  G5 10.05
1970 810  G1 17.83
1970 810  G2  5.59
1970 810  G3  6.44
1970 810  G4  1.11
1970 810  G5  5.99
1970 810  G6  4.57
1970 811  G2  0.00
1970 811  G3  0.00
1970 811  G5  0.00
1970 811  G6  0.00
1970 812  G1  4.99
1970 812  G2  4.42
1970 812  G3  2.28
1970 812  G4  6.20
1970 812  G6  4.47
1970 813  G1  0.30
1970 813  G2  0.34
1970 813  G5  1.06
1970 813  G6  0.52
1970 814  G1  4.83
1970 814  G2  4.37
1970 814  G4  3.10
1970 814  G5  1.57
1970 814  G6  2.71
1970 815  G1  5.31
1970 815  G2  9.35
1970 815  G3  5.56
1970 815  G4  5.74
1970 815  G6  5.21
1970 816  G2  0.35
1970 816  G4  0.05
1970 816  G6  0.05
1970 817  G1  8.19
1970 817  G2  7.53
1970 817  G3  3.36
1970 817  G6 10.86
1970 818  G1  9.05
